Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night?,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,"11. How often do you use electronic devices (e.g., phone, computer) before going to sleep?","12. How often do you consume caffeine (coffee, energy drinks) to stay awake or alert?",13. How often do you engage in physical activity or exercise?,14. How would you describe your stress levels related to academic workload?,15. How would you rate your overall academic performance (GPA or grades) in the past semester?
10/26/2024 14:14:11,3,0,5.5,7.5,5.5,3,5.0,5.0,4.5,3,5.5,5.5,7.0,3,1
10/26/2024 14:14:29,4,0,7.0,8.5,5.5,3,7.0,7.0,4.5,4,7.0,7.0,5.5,3,0
10/26/2024 14:16:13,3,1,7.0,7.5,5.5,3,5.0,5.0,4.5,3,3.5,5.5,5.5,3,0
10/26/2024 14:16:58,4,0,5.5,7.5,7.0,3,5.0,5.0,7.0,3,7.0,5.5,7.0,3,0
10/26/2024 14:17:27,3,1,5.5,7.5,7.0,3,5.0,7.0,7.0,3,5.5,7.0,5.5,3,0
10/26/2024 14:17:51,3,0,7.0,8.5,5.5,4,7.0,7.0,4.5,3,5.5,5.5,5.5,2,1
10/26/2024 14:18:44,3,0,5.5,7.5,5.5,3,5.0,5.0,4.5,3,5.5,5.5,7.0,2,1
10/26/2024 14:19:10,3,0,5.5,7.5,5.5,4,7.0,5.0,4.5,3,5.5,7.0,5.5,2,0
10/26/2024 14:19:32,3,1,7.0,7.5,5.5,3,5.0,5.0,4.5,3,5.5,5.5,7.0,3,0
10/26/2024 14:19:54,4,0,7.0,7.5,7.0,3,5.0,5.0,4.5,3,7.0,7.0,7.0,2,1
10/26/2024 14:22:58,4,0,5.5,7.5,5.5,3,5.0,5.0,4.5,3,5.5,5.5,7.0,3,0
10/26/2024 14:23:32,4,0,7.0,8.5,7.0,3,5.0,5.0,4.5,3,5.5,5.5,7.0,3,0
10/26/2024 14:24:07,3,0,7.0,8.5,5.5,3,5.0,5.0,7.0,4,7.0,7.0,7.0,3,0
10/26/2024 14:24:32,4,0,7.0,8.5,5.5,3,5.0,5.0,7.0,4,5.5,5.5,5.5,3,1
10/26/2024 14:27:32,4,0,7.0,7.5,7.0,4,5.0,5.0,4.5,3,7.0,7.0,7.0,2,1
10/26/2024 14:27:50,4,0,7.0,8.5,7.0,4,5.0,5.0,7.0,4,5.5,7.0,5.5,3,1
10/26/2024 14:28:07,4,0,7.0,8.5,7.0,4,5.0,7.0,7.0,3,7.0,7.0,5.5,3,1
10/26/2024 14:28:24,4,1,7.0,7.5,5.5,4,7.0,7.0,4.5,3,5.5,5.5,7.0,3,1
10/26/2024 14:28:44,4,1,7.0,8.5,7.0,4,7.0,5.0,4.5,4,5.5,5.5,5.5,3,1
10/26/2024 14:29:03,4,0,7.0,8.5,5.5,4,5.0,7.0,4.5,3,5.5,5.5,5.5,2,0
10/26/2024 14:29:20,4,0,7.0,8.5,5.5,4,5.0,3.0,4.5,4,7.0,5.5,7.0,3,0
10/26/2024 14:34:28,4,0,7.0,8.5,5.5,3,5.0,5.0,4.5,3,5.5,7.0,7.0,2,0
10/26/2024 14:35:27,2,1,5.5,8.5,7.0,4,5.0,5.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 14:36:23,4,1,7.0,8.5,7.0,4,7.0,7.0,4.5,4,5.5,7.0,7.0,3,0
10/26/2024 15:25:18,4,0,5.5,7.5,5.5,4,5.0,5.0,4.5,2,5.5,5.5,5.5,2,0
10/26/2024 15:25:36,3,1,5.5,7.5,5.5,4,5.0,5.0,7.0,4,7.0,5.5,5.5,3,0
10/26/2024 15:26:02,4,1,5.5,7.5,5.5,2,3.0,3.0,2.5,4,5.5,5.5,5.5,3,0
10/26/2024 15:26:47,4,0,5.5,7.5,5.5,0,7.0,5.0,4.5,3,5.5,5.5,7.0,2,0
10/26/2024 15:27:12,4,1,3.5,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/26/2024 15:27:34,4,0,5.5,7.5,5.5,1,5.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/26/2024 15:27:56,4,0,5.5,7.5,5.5,0,5.0,7.0,4.5,3,5.5,5.5,5.5,2,1
10/26/2024 15:28:17,4,1,5.5,7.5,7.0,1,3.0,7.0,4.5,3,5.5,5.5,5.5,2,0
10/26/2024 15:28:49,4,0,7.0,7.5,3.5,0,5.0,5.0,4.5,3,5.5,5.5,7.0,3,0
10/26/2024 15:29:24,4,0,5.5,8.5,3.5,0,7.0,7.0,2.5,3,3.5,5.5,5.5,2,0
10/26/2024 15:55:54,3,0,5.5,7.5,5.5,0,7.0,5.0,7.0,3,5.5,7.0,7.0,3,1
10/26/2024 15:56:16,1,0,7.0,8.5,5.5,0,7.0,5.0,7.0,4,5.5,7.0,7.0,3,1
10/26/2024 15:56:35,3,0,7.0,8.5,5.5,0,7.0,5.0,4.5,3,5.5,7.0,5.5,2,1
10/26/2024 15:56:57,4,0,7.0,8.5,7.0,0,7.0,7.0,7.0,4,5.5,7.0,5.5,2,1
10/26/2024 15:57:17,4,0,5.5,8.5,5.5,0,5.0,7.0,7.0,4,5.5,7.0,7.0,3,1
10/26/2024 15:57:40,4,0,7.0,7.5,3.5,0,7.0,5.0,4.5,4,7.0,7.0,7.0,3,1
10/26/2024 15:58:02,4,1,7.0,8.5,7.0,0,5.0,7.0,4.5,4,7.0,7.0,5.5,3,1
10/26/2024 15:58:31,4,0,7.0,8.5,7.0,0,7.0,7.0,7.0,3,7.0,7.0,7.0,3,1
10/26/2024 15:58:52,4,0,7.0,8.5,7.0,0,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 15:59:25,4,1,7.0,8.5,5.5,0,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 15:59:42,4,0,7.0,7.5,7.0,0,5.0,5.0,4.5,4,7.0,7.0,7.0,3,1
10/26/2024 16:00:18,4,1,5.5,7.5,5.5,0,5.0,7.0,7.0,4,7.0,5.5,5.5,3,1
10/26/2024 16:00:42,4,1,7.0,8.5,7.0,0,7.0,7.0,7.0,4,7.0,7.0,5.5,3,1
10/26/2024 16:01:05,4,0,7.0,8.5,7.0,0,7.0,7.0,7.0,3,7.0,7.0,7.0,3,1
10/26/2024 16:01:23,4,1,7.0,8.5,7.0,0,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 16:01:42,4,1,7.0,8.5,5.5,0,7.0,7.0,4.5,3,7.0,7.0,5.5,3,1
10/26/2024 16:02:06,4,0,7.0,8.5,5.5,0,7.0,7.0,4.5,4,7.0,7.0,7.0,3,1
10/26/2024 16:02:31,4,0,7.0,8.5,5.5,0,7.0,5.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 16:03:09,3,1,7.0,8.5,7.0,0,7.0,5.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 16:03:28,3,0,7.0,7.5,7.0,0,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 16:04:19,3,0,7.0,8.5,7.0,0,7.0,7.0,7.0,4,5.5,7.0,5.5,3,1
10/26/2024 16:04:38,4,0,7.0,8.5,7.0,0,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 16:04:56,4,0,7.0,8.5,7.0,0,7.0,7.0,7.0,4,5.5,7.0,7.0,3,1
10/26/2024 16:05:17,4,0,7.0,8.5,7.0,0,5.0,7.0,7.0,3,7.0,7.0,7.0,3,1
10/26/2024 16:07:55,4,0,7.0,8.5,7.0,0,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 16:08:15,4,0,7.0,8.5,7.0,0,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 16:09:58,4,0,7.0,8.5,7.0,0,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 16:10:19,3,1,7.0,8.5,7.0,0,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 16:10:40,4,1,7.0,8.5,7.0,0,7.0,7.0,7.0,4,7.0,7.0,7.0,3,1
10/26/2024 16:12:18,3,0,7.0,8.5,5.5,0,7.0,5.0,4.5,3,7.0,7.0,3.5,3,0
10/26/2024 16:12:51,1,0,7.0,8.5,7.0,0,7.0,7.0,4.5,3,5.5,5.5,3.5,2,1
10/26/2024 16:13:21,3,0,5.5,7.5,5.5,0,7.0,5.0,4.5,4,7.0,5.5,5.5,3,1
10/26/2024 16:13:51,4,0,7.0,8.5,5.5,0,5.0,5.0,0.0,3,3.5,5.5,3.5,3,1
10/26/2024 16:14:26,3,1,7.0,7.5,5.5,0,5.0,5.0,4.5,3,5.5,7.0,5.5,2,0
10/26/2024 16:14:45,3,0,5.5,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,5.5,3,1
10/26/2024 16:15:09,4,0,7.0,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,5.5,2,1
10/26/2024 16:19:38,4,0,7.0,8.5,7.0,0,7.0,5.0,7.0,4,7.0,7.0,3.5,3,1
10/26/2024 16:20:00,4,1,5.5,7.5,5.5,0,5.0,7.0,4.5,4,5.5,5.5,5.5,2,0
10/26/2024 16:20:31,3,0,5.5,7.5,5.5,0,5.0,5.0,4.5,3,7.0,7.0,1.5,3,1
10/26/2024 16:21:08,3,0,7.0,8.5,5.5,0,5.0,5.0,4.5,2,7.0,5.5,1.5,2,1
10/26/2024 16:21:38,2,0,5.5,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,1.5,2,0
10/26/2024 16:21:59,4,0,7.0,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,5.5,3,1
10/26/2024 16:23:03,3,0,7.0,8.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,1.5,3,1
10/26/2024 16:23:24,4,0,7.0,7.5,7.0,0,5.0,7.0,7.0,3,7.0,7.0,7.0,2,0
10/26/2024 16:23:51,4,0,5.5,7.5,5.5,0,5.0,7.0,4.5,4,7.0,5.5,5.5,2,1
10/26/2024 16:24:13,4,1,5.5,7.5,5.5,0,5.0,5.0,4.5,3,5.5,7.0,5.5,2,1
10/26/2024 16:28:54,3,1,5.5,8.5,5.5,0,7.0,5.0,4.5,4,7.0,5.5,7.0,3,0
10/26/2024 16:29:16,3,0,5.5,8.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,5.5,2,4
10/26/2024 16:29:57,3,0,7.0,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,5.5,2,1
10/26/2024 16:30:27,3,0,5.5,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,1.5,2,0
10/26/2024 16:30:51,3,0,5.5,7.5,5.5,0,7.0,5.0,4.5,3,5.5,5.5,5.5,2,1
10/26/2024 16:31:14,4,0,7.0,7.5,7.0,0,7.0,5.0,4.5,3,5.5,5.5,5.5,2,1
10/26/2024 16:31:35,4,0,7.0,7.5,5.5,0,7.0,5.0,4.5,3,5.5,5.5,5.5,3,1
10/26/2024 16:31:55,3,0,7.0,7.5,7.0,0,7.0,7.0,4.5,4,5.5,5.5,7.0,3,1
10/26/2024 16:32:15,4,1,7.0,8.5,5.5,0,5.0,5.0,7.0,2,3.5,3.5,3.5,2,0
10/26/2024 16:39:11,3,0,5.5,8.5,5.5,0,5.0,5.0,4.5,3,0.0,3.5,3.5,2,1
10/26/2024 16:39:36,3,0,7.0,7.5,5.5,0,5.0,3.0,4.5,3,5.5,5.5,5.5,2,2
10/26/2024 16:40:00,4,0,5.5,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,3.5,2,0
10/26/2024 16:40:21,3,1,7.0,7.5,7.0,0,5.0,7.0,4.5,3,7.0,5.5,5.5,3,0
10/26/2024 16:40:42,3,0,5.5,6.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/26/2024 16:41:02,4,0,5.5,7.5,5.5,0,7.0,5.0,4.5,4,5.5,5.5,5.5,2,0
10/26/2024 16:41:22,4,0,5.5,7.5,3.5,0,7.0,5.0,4.5,3,5.5,5.5,3.5,2,1
10/26/2024 16:41:43,3,0,5.5,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/26/2024 16:42:02,3,0,7.0,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,3.5,3,1
10/26/2024 16:42:19,3,0,5.5,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,5.5,2,1
10/26/2024 16:42:41,4,0,5.5,7.5,5.5,0,5.0,5.0,4.5,2,7.0,5.5,5.5,2,1
10/26/2024 16:43:00,4,0,5.5,7.5,5.5,0,5.0,5.0,7.0,3,5.5,5.5,5.5,2,0
10/26/2024 16:43:18,4,0,7.0,8.5,5.5,0,7.0,5.0,4.5,4,5.5,7.0,5.5,2,1
10/26/2024 16:43:39,3,1,5.5,8.5,5.5,0,7.0,5.0,4.5,3,7.0,5.5,5.5,3,1
10/26/2024 16:43:56,4,0,5.5,7.5,5.5,0,5.0,5.0,7.0,4,7.0,5.5,5.5,3,1
10/26/2024 16:44:13,3,0,5.5,7.5,5.5,0,5.0,5.0,7.0,3,7.0,7.0,5.5,2,0
10/26/2024 16:47:13,4,0,5.5,7.5,3.5,0,5.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/26/2024 16:47:35,4,0,5.5,7.5,5.5,0,5.0,5.0,4.5,3,3.5,5.5,3.5,2,1
10/26/2024 16:48:43,3,0,5.5,7.5,5.5,0,5.0,5.0,4.5,2,5.5,5.5,5.5,2,1
10/26/2024 16:49:03,3,0,5.5,7.5,5.5,0,5.0,5.0,2.5,3,5.5,5.5,5.5,2,0
10/26/2024 16:49:24,1,0,5.5,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/26/2024 16:49:48,4,0,5.5,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/26/2024 16:52:42,3,1,5.5,7.5,5.5,0,3.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/26/2024 16:53:29,3,0,5.5,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,5.5,2,1
10/26/2024 16:53:48,3,0,5.5,7.5,5.5,0,5.0,5.0,4.5,3,7.0,5.5,5.5,3,0
10/26/2024 16:54:11,3,0,7.0,7.5,5.5,0,5.0,5.0,4.5,4,7.0,5.5,5.5,3,1
10/26/2024 17:06:19,4,0,3.5,7.5,5.5,0,5.0,5.0,4.5,3,5.5,7.0,5.5,2,0
10/27/2024 0:41:18,3,0,5.5,7.5,7.0,0,5.0,5.0,4.5,2,5.5,7.0,3.5,2,1
10/27/2024 0:45:51,3,0,7.0,7.5,5.5,0,7.0,5.0,4.5,3,5.5,7.0,5.5,3,1
10/27/2024 0:47:01,4,1,5.5,7.5,5.5,0,3.0,3.0,2.5,2,5.5,5.5,5.5,2,1
10/27/2024 0:47:22,4,1,5.5,7.5,5.5,0,5.0,5.0,4.5,3,7.0,5.5,5.5,2,1
10/27/2024 0:47:39,4,0,7.0,8.5,7.0,4,7.0,7.0,4.5,3,7.0,7.0,7.0,3,1
10/27/2024 0:47:58,3,0,7.0,8.5,7.0,0,5.0,7.0,7.0,4,5.5,7.0,5.5,3,1
10/27/2024 0:49:36,3,0,5.5,8.5,7.0,0,5.0,5.0,4.5,3,5.5,5.5,5.5,2,1
10/27/2024 0:49:56,4,0,7.0,7.5,5.5,0,5.0,7.0,4.5,3,7.0,7.0,5.5,3,1
10/27/2024 0:50:23,3,0,7.0,7.5,5.5,0,7.0,5.0,4.5,3,7.0,7.0,5.5,3,1
10/27/2024 0:50:50,3,0,7.0,7.5,5.5,0,7.0,5.0,7.0,2,5.5,5.5,5.5,3,1
10/27/2024 0:51:10,3,0,7.0,7.5,5.5,0,5.0,5.0,7.0,4,5.5,1.5,7.0,2,1
10/27/2024 0:51:32,3,0,5.5,7.5,5.5,0,5.0,7.0,4.5,3,7.0,7.0,7.0,3,1
10/27/2024 0:51:51,4,0,5.5,8.5,7.0,0,7.0,3.0,7.0,4,5.5,5.5,7.0,3,1
10/27/2024 0:52:08,3,0,5.5,8.5,5.5,0,7.0,5.0,4.5,4,5.5,5.5,7.0,2,0
10/27/2024 0:53:53,4,0,5.5,8.5,5.5,0,5.0,7.0,7.0,4,5.5,5.5,5.5,3,1
10/27/2024 0:54:47,4,1,7.0,8.5,7.0,0,7.0,7.0,4.5,4,7.0,7.0,5.5,2,1
10/27/2024 0:56:04,3,0,5.5,7.5,5.5,0,7.0,5.0,7.0,3,3.5,5.5,7.0,3,1
10/27/2024 0:56:25,3,1,5.5,8.5,5.5,0,7.0,3.0,4.5,2,5.5,5.5,3.5,2,1
10/27/2024 0:56:43,4,0,7.0,8.5,5.5,0,5.0,5.0,4.5,3,3.5,3.5,7.0,3,1
10/27/2024 0:57:55,3,0,7.0,7.5,5.5,0,3.0,7.0,4.5,3,5.5,5.5,7.0,3,1
10/27/2024 1:00:46,4,0,5.5,7.5,1.5,1,7.0,7.0,7.0,3,5.5,5.5,7.0,2,1
10/27/2024 1:01:12,3,0,0.0,7.5,5.5,0,5.0,7.0,4.5,4,5.5,7.0,5.5,2,1
10/27/2024 1:01:30,3,0,7.0,7.5,7.0,0,5.0,7.0,4.5,3,7.0,5.5,5.5,3,0
10/27/2024 1:01:49,4,1,7.0,7.5,7.0,0,5.0,5.0,4.5,4,5.5,5.5,7.0,3,1
10/27/2024 1:02:11,4,0,7.0,7.5,7.0,0,5.0,5.0,4.5,3,5.5,7.0,7.0,2,0
10/27/2024 1:02:31,4,0,5.5,8.5,5.5,0,5.0,5.0,4.5,3,3.5,5.5,7.0,3,1
10/27/2024 1:02:59,3,1,5.5,8.5,5.5,0,5.0,5.0,7.0,2,5.5,7.0,5.5,3,0
10/27/2024 1:03:27,3,0,7.0,8.5,7.0,0,5.0,3.0,7.0,3,5.5,5.5,5.5,2,0
10/27/2024 11:04:35,4,0,5.5,8.5,5.5,0,5.0,3.0,2.5,3,7.0,7.0,3.5,3,0
10/27/2024 11:04:55,4,0,5.5,7.5,7.0,0,5.0,7.0,4.5,3,5.5,5.5,7.0,2,1
10/27/2024 11:05:15,3,0,7.0,7.5,5.5,0,5.0,7.0,7.0,4,5.5,5.5,5.5,3,0
10/27/2024 11:05:43,3,1,5.5,8.5,5.5,0,5.0,3.0,7.0,4,5.5,7.0,7.0,2,0
10/27/2024 11:06:05,3,0,5.5,7.5,5.5,0,5.0,5.0,4.5,4,7.0,7.0,7.0,2,0
10/27/2024 11:06:26,4,0,7.0,7.5,7.0,0,7.0,7.0,4.5,3,7.0,5.5,7.0,3,1
10/27/2024 11:06:45,4,0,5.5,7.5,5.5,0,7.0,5.0,4.5,3,7.0,7.0,5.5,2,0
10/27/2024 11:07:02,3,0,5.5,7.5,5.5,0,5.0,5.0,4.5,4,7.0,7.0,7.0,2,1
10/27/2024 11:07:22,4,0,5.5,8.5,5.5,0,5.0,5.0,4.5,3,5.5,7.0,5.5,2,0
10/27/2024 11:07:55,3,0,5.5,8.5,7.0,0,7.0,5.0,4.5,3,7.0,5.5,7.0,3,0
10/27/2024 11:08:36,4,0,5.5,8.5,5.5,0,5.0,7.0,4.5,4,5.5,5.5,5.5,2,0
10/27/2024 11:08:53,3,0,7.0,8.5,3.5,0,5.0,5.0,7.0,4,5.5,5.5,7.0,3,0
10/27/2024 11:09:15,3,0,7.0,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,7.0,2,0
10/27/2024 11:09:32,3,0,5.5,7.5,7.0,0,5.0,5.0,4.5,3,5.5,5.5,5.5,2,1
10/27/2024 11:09:50,3,0,5.5,7.5,5.5,1,5.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/27/2024 11:10:11,3,1,5.5,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,3.5,2,0
10/27/2024 11:10:30,3,0,5.5,7.5,1.5,1,5.0,5.0,7.0,3,5.5,5.5,5.5,2,0
10/27/2024 11:10:57,3,0,5.5,7.5,5.5,0,5.0,7.0,7.0,3,5.5,7.0,5.5,2,0
10/27/2024 11:11:19,3,1,5.5,7.5,7.0,1,5.0,5.0,4.5,4,7.0,5.5,5.5,3,1
10/27/2024 11:11:41,3,0,3.5,7.5,3.5,1,5.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/27/2024 11:11:58,4,0,5.5,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,7.0,2,0
10/27/2024 11:12:17,3,1,5.5,7.5,5.5,0,5.0,3.0,4.5,3,5.5,5.5,5.5,2,0
10/27/2024 11:12:34,3,0,5.5,7.5,5.5,1,5.0,5.0,4.5,3,5.5,5.5,5.5,3,0
10/27/2024 11:12:50,3,0,7.0,7.5,5.5,0,5.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/27/2024 11:13:11,4,1,5.5,8.5,7.0,0,7.0,3.0,7.0,4,5.5,5.5,5.5,3,0
10/27/2024 11:13:33,3,0,5.5,7.5,5.5,1,3.0,5.0,4.5,3,5.5,5.5,5.5,2,2
10/27/2024 11:13:56,3,0,7.0,8.5,5.5,0,5.0,5.0,4.5,2,5.5,5.5,7.0,2,0
10/27/2024 11:14:28,3,0,5.5,8.5,5.5,0,5.0,5.0,4.5,3,5.5,7.0,5.5,3,0
10/27/2024 11:14:47,3,0,7.0,8.5,5.5,1,5.0,5.0,4.5,4,7.0,7.0,7.0,3,1
10/27/2024 11:15:12,2,0,5.5,8.5,5.5,1,5.0,5.0,7.0,3,5.5,5.5,5.5,2,0
10/27/2024 11:15:34,3,0,7.0,7.5,5.5,0,5.0,5.0,4.5,3,7.0,7.0,7.0,3,1
10/27/2024 11:16:08,2,0,5.5,6.5,3.5,0,5.0,7.0,4.5,3,5.5,7.0,7.0,2,1
10/27/2024 11:16:24,3,1,5.5,8.5,5.5,0,5.0,5.0,7.0,3,3.5,7.0,5.5,3,0
10/27/2024 11:16:43,4,1,5.5,8.5,5.5,0,7.0,5.0,4.5,3,5.5,7.0,5.5,3,1
10/27/2024 11:17:03,3,0,5.5,7.5,5.5,1,7.0,7.0,4.5,3,5.5,5.5,5.5,3,1
10/27/2024 11:17:23,3,0,5.5,8.5,7.0,1,5.0,5.0,2.5,3,7.0,5.5,5.5,3,0
10/27/2024 11:17:41,4,0,5.5,8.5,7.0,0,5.0,5.0,4.5,2,7.0,5.5,5.5,3,0
10/27/2024 11:18:00,4,0,7.0,8.5,5.5,1,5.0,5.0,7.0,3,5.5,5.5,5.5,2,0
10/27/2024 11:18:18,3,1,7.0,7.5,5.5,1,5.0,5.0,7.0,4,7.0,5.5,5.5,2,2
10/27/2024 11:18:38,4,1,7.0,7.5,5.5,0,5.0,5.0,7.0,4,5.5,5.5,5.5,2,0
10/27/2024 11:18:57,4,0,5.5,7.5,5.5,0,7.0,5.0,4.5,3,5.5,5.5,7.0,3,1
10/27/2024 11:19:15,3,1,7.0,7.5,7.0,1,5.0,7.0,2.5,4,5.5,5.5,5.5,2,1
10/27/2024 11:19:32,3,1,5.5,7.5,5.5,0,7.0,5.0,7.0,3,5.5,7.0,5.5,3,1
10/27/2024 11:19:52,4,0,5.5,7.5,5.5,0,5.0,5.0,4.5,3,3.5,5.5,5.5,2,0
10/27/2024 11:20:11,4,1,7.0,7.5,5.5,0,5.0,5.0,7.0,4,5.5,5.5,5.5,2,1
10/27/2024 11:21:12,3,0,7.0,7.5,5.5,0,3.0,5.0,7.0,3,5.5,5.5,5.5,2,1
10/27/2024 11:21:31,3,1,5.5,7.5,7.0,1,3.0,7.0,4.5,4,5.5,5.5,7.0,2,0
10/27/2024 11:21:50,4,0,5.5,8.5,5.5,0,7.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/27/2024 11:22:09,3,0,7.0,6.5,3.5,0,3.0,3.0,4.5,3,5.5,5.5,5.5,2,0
10/27/2024 11:22:30,3,1,5.5,7.5,3.5,1,5.0,3.0,4.5,4,7.0,5.5,7.0,2,0
10/27/2024 11:22:51,3,1,5.5,7.5,5.5,0,5.0,5.0,2.5,3,7.0,7.0,5.5,2,1
10/27/2024 11:23:12,3,1,5.5,7.5,5.5,1,5.0,5.0,4.5,3,5.5,5.5,5.5,2,4
10/27/2024 11:23:33,4,0,7.0,8.5,7.0,0,7.0,7.0,4.5,4,5.5,7.0,7.0,2,0
10/27/2024 11:23:51,4,0,7.0,8.5,5.5,1,5.0,7.0,4.5,3,5.5,5.5,5.5,3,0
10/27/2024 11:24:12,3,0,7.0,8.5,5.5,0,5.0,7.0,7.0,3,5.5,7.0,5.5,3,0
10/27/2024 11:24:35,4,0,5.5,7.5,5.5,0,7.0,5.0,4.5,3,5.5,5.5,5.5,3,0
10/27/2024 11:24:59,4,0,7.0,7.5,5.5,1,5.0,5.0,4.5,3,5.5,5.5,5.5,2,0
10/27/2024 11:25:18,4,1,5.5,7.5,3.5,0,5.0,5.0,7.0,3,7.0,5.5,5.5,3,0
